AT4T28P1 - Pris - 5_5_411_50, tongue movement approx 45k-55k ms
time=141919, red=51654, ir=57904
time=141939, red=51645, ir=57911
time=141960, red=51647, ir=57936
time=141980, red=51641, ir=57925
time=142000, red=51650, ir=57923
time=142020, red=51645, ir=57934
time=142040, red=51642, ir=57937
time=142060, red=51655, ir=57931
time=142080, red=51642, ir=57932
time=142100, red=51651, ir=57940
HR=67, SP=6
time=142120, red=51651, ir=57933
time=142140, red=51640, ir=57929
time=142160, red=51626, ir=57922
time=142180, red=51625, ir=57918
time=142200, red=51630, ir=57919
time=142220, red=51633, ir=57936
time=142240, red=51637, ir=57938
time=142260, red=51625, ir=57942
time=142280, red=51624, ir=57933
time=142300, red=51618, ir=57938
time=142320, red=51616, ir=57927
time=142340, red=51612, ir=57909
time=142360, red=51613, ir=57913
time=142380, red=51589, ir=57885
time=142400, red=51595, ir=57866
time=142420, red=51591, ir=57840
time=142440, red=51593, ir=57834
time=142460, red=51597, ir=57814
time=142480, red=51570, ir=57809
time=142500, red=51577, ir=57783
time=142520, red=51575, ir=57780
time=142540, red=51574, ir=57772
time=142560, red=51577, ir=57763
time=142580, red=51585, ir=57764
time=142600, red=51603, ir=57760
time=142620, red=51587, ir=57752
time=142640, red=51602, ir=57742
time=142660, red=51607, ir=57738
time=142680, red=51618, ir=57733
time=142700, red=51614, ir=57752
time=142720, red=51626, ir=57759
time=142740, red=51624, ir=57759
time=142760, red=51646, ir=57770
time=142780, red=51647, ir=57761
time=142800, red=51646, ir=57759
time=142820, red=51641, ir=57776
time=142840, red=51643, ir=57781
time=142860, red=51637, ir=57780
time=142880, red=51662, ir=57792
time=142900, red=51651, ir=57778
time=142920, red=51648, ir=57774
time=142940, red=51648, ir=57775
time=142960, red=51653, ir=57777
time=142980, red=51659, ir=57770
time=143000, red=51661, ir=57790
time=143020, red=51655, ir=57780
time=143040, red=51648, ir=57776
time=143060, red=51642, ir=57783
time=143080, red=51653, ir=57782
time=143100, red=51661, ir=57792
time=143120, red=51650, ir=57795
time=143140, red=51671, ir=57784
time=143160, red=51666, ir=57815
time=143180, red=51665, ir=57809
time=143200, red=51682, ir=57818
time=143220, red=51664, ir=57815
time=143240, red=51652, ir=57804
time=143260, red=51663, ir=57832
time=143280, red=51668, ir=57824
time=143300, red=51672, ir=57842
time=143320, red=51685, ir=57824
time=143340, red=51672, ir=57843
time=143360, red=51673, ir=57850
time=143380, red=51670, ir=57853
time=143400, red=51668, ir=57866
time=143420, red=51673, ir=57865
time=143440, red=51673, ir=57862
time=143460, red=51664, ir=57860
time=143480, red=51671, ir=57855
time=143500, red=51661, ir=57870
time=143520, red=51673, ir=57874
time=143540, red=51676, ir=57867
time=143560, red=51652, ir=57859
time=143580, red=51674, ir=57882
time=143600, red=51666, ir=57889
time=143620, red=51667, ir=57896
time=143640, red=51670, ir=57903
time=143660, red=51656, ir=57898
time=143680, red=51660, ir=57895
time=143700, red=51653, ir=57892
time=143720, red=51665, ir=57906
time=143740, red=51662, ir=57928
time=143760, red=51674, ir=57915
time=143780, red=51666, ir=57927
time=143800, red=51652, ir=57930
time=143820, red=51663, ir=57943
time=143840, red=51662, ir=57927
time=143860, red=51667, ir=57932
time=143880, red=51652, ir=57925
time=143900, red=51650, ir=57948
time=143920, red=51635, ir=57939
time=143940, red=51635, ir=57933
time=143960, red=51653, ir=57937
time=143980, red=51657, ir=57941
time=144000, red=51654, ir=57941
time=144020, red=51644, ir=57935
time=144040, red=51639, ir=57932
time=144060, red=51630, ir=57944
time=144080, red=51626, ir=57922
time=144100, red=51618, ir=57910
HR=82, SP=6
time=144123, red=51613, ir=57899
time=144140, red=51619, ir=57888
time=144160, red=51609, ir=57875
time=144180, red=51598, ir=57843
time=144200, red=51610, ir=57835
time=144220, red=51590, ir=57817
time=144240, red=51599, ir=57815
time=144260, red=51598, ir=57794
time=144280, red=51595, ir=57785
time=144300, red=51606, ir=57767
time=144321, red=51608, ir=57784
time=144341, red=51605, ir=57762
time=144361, red=51623, ir=57772
time=144381, red=51626, ir=57767
time=144401, red=51618, ir=57761
time=144421, red=51624, ir=57761
time=144441, red=51644, ir=57767
time=144461, red=51647, ir=57779
time=144481, red=51641, ir=57780
time=144501, red=51665, ir=57792
time=144521, red=51657, ir=57792
time=144541, red=51666, ir=57790
time=144561, red=51670, ir=57798
time=144581, red=51666, ir=57796
time=144601, red=51665, ir=57809
time=144621, red=51654, ir=57805
time=144641, red=51672, ir=57794
time=144661, red=51666, ir=57795
time=144681, red=51666, ir=57797
time=144701, red=51673, ir=57790
time=144721, red=51652, ir=57801
time=144741, red=51658, ir=57784
time=144761, red=51682, ir=57802
time=144781, red=51682, ir=57804
time=144801, red=51658, ir=57802
time=144821, red=51666, ir=57806
time=144841, red=51662, ir=57791
time=144861, red=51670, ir=57816
time=144881, red=51681, ir=57820
time=144901, red=51682, ir=57813
time=144921, red=51665, ir=57827
time=144941, red=51681, ir=57836
time=144961, red=51681, ir=57826
time=144981, red=51672, ir=57843
time=145001, red=51670, ir=57842
time=145021, red=51669, ir=57836
time=145041, red=51663, ir=57840
time=145061, red=51668, ir=57853
time=145081, red=51662, ir=57852
time=145101, red=51669, ir=57853
time=145121, red=51662, ir=57856
time=145141, red=51662, ir=57847
time=145161, red=51666, ir=57866
time=145181, red=51675, ir=57864
time=145201, red=51673, ir=57865
time=145221, red=51661, ir=57867
time=145241, red=51665, ir=57871
time=145261, red=51662, ir=57865
time=145281, red=51650, ir=57879
time=145301, red=51656, ir=57880
time=145321, red=51651, ir=57875
time=145341, red=51663, ir=57892
time=145361, red=51659, ir=57888
time=145381, red=51648, ir=57895
time=145401, red=51668, ir=57882
time=145421, red=51644, ir=57882
time=145441, red=51649, ir=57897
time=145461, red=51659, ir=57910
time=145481, red=51654, ir=57894
time=145501, red=51660, ir=57897
time=145521, red=51634, ir=57902
time=145541, red=51636, ir=57907
time=145561, red=51638, ir=57909
time=145581, red=51645, ir=57914
time=145601, red=51632, ir=57899
time=145621, red=51635, ir=57922
time=145641, red=51625, ir=57929
time=145661, red=51628, ir=57911
time=145681, red=51643, ir=57936
time=145701, red=51629, ir=57939
time=145721, red=51636, ir=57944
time=145741, red=51628, ir=57936
time=145761, red=51628, ir=57935
time=145781, red=51618, ir=57925
time=145801, red=51615, ir=57918
time=145821, red=51606, ir=57902
time=145841, red=51606, ir=57892
time=145861, red=51597, ir=57877
time=145881, red=51596, ir=57862
time=145901, red=51587, ir=57852
time=145921, red=51594, ir=57835
time=145941, red=51596, ir=57817
time=145961, red=51605, ir=57818
time=145981, red=51600, ir=57808
time=146001, red=51597, ir=57796
time=146021, red=51600, ir=57786
time=146041, red=51609, ir=57781
time=146061, red=51609, ir=57787
time=146081, red=51610, ir=57781
time=146101, red=51629, ir=57810
HR=93, SP=6
time=146121, red=51629, ir=57805
time=146141, red=51636, ir=57828
time=146161, red=51656, ir=57825
time=146181, red=51660, ir=57848
time=146201, red=51664, ir=57857
time=146221, red=51656, ir=57846
time=146241, red=51663, ir=57862
time=146261, red=51661, ir=57883
time=146281, red=51677, ir=57880
time=146301, red=51681, ir=57871
time=146321, red=51672, ir=57881
time=146341, red=51681, ir=57891
time=146361, red=51663, ir=57899
time=146381, red=51670, ir=57896
time=146401, red=51682, ir=57907
time=146421, red=51691, ir=57911
time=146441, red=51683, ir=57913
time=146461, red=51675, ir=57926
time=146481, red=51666, ir=57923
time=146501, red=51696, ir=57916
time=146521, red=51667, ir=57925
time=146541, red=51689, ir=57919
time=146561, red=51675, ir=57908
time=146581, red=51667, ir=57910
time=146601, red=51658, ir=57909
time=146621, red=51664, ir=57899
time=146641, red=51641, ir=57902
time=146661, red=51654, ir=57925
time=146681, red=51664, ir=57922
time=146701, red=51657, ir=57902
time=146721, red=51654, ir=57918
time=146742, red=51667, ir=57924
time=146762, red=51655, ir=57931
time=146782, red=51655, ir=57929
time=146802, red=51657, ir=57941
time=146822, red=51644, ir=57917
time=146842, red=51648, ir=57950
time=146862, red=51636, ir=57942
time=146882, red=51661, ir=57947
time=146902, red=51645, ir=57962
time=146922, red=51657, ir=57947
time=146942, red=51643, ir=57948
time=146962, red=51641, ir=57948
time=146982, red=51645, ir=57963
time=147002, red=51643, ir=57986
time=147022, red=51648, ir=57993
time=147042, red=51645, ir=57991
time=147062, red=51646, ir=57986
time=147082, red=51648, ir=58008
time=147102, red=51645, ir=58008
time=147122, red=51644, ir=58015
time=147142, red=51645, ir=58027
time=147162, red=51646, ir=58012
time=147182, red=51657, ir=58021
time=147202, red=51646, ir=58036
time=147222, red=51649, ir=58049
time=147242, red=51655, ir=58051
time=147262, red=51648, ir=58054
time=147282, red=51647, ir=58043
time=147302, red=51639, ir=58051
time=147322, red=51637, ir=58049
time=147342, red=51645, ir=58056
time=147362, red=51636, ir=58052
time=147382, red=51633, ir=58057
time=147402, red=51632, ir=58054
time=147422, red=51620, ir=58033
time=147442, red=51624, ir=58040
time=147462, red=51598, ir=58031
time=147482, red=51605, ir=58010
time=147502, red=51612, ir=57996
time=147522, red=51609, ir=57966
time=147542, red=51586, ir=57961
time=147562, red=51579, ir=57924
time=147582, red=51565, ir=57928
time=147602, red=51590, ir=57910
time=147622, red=51589, ir=57898
time=147642, red=51576, ir=57869
time=147662, red=51568, ir=57870
time=147682, red=51589, ir=57879
time=147702, red=51604, ir=57880
time=147722, red=51574, ir=57856
time=147742, red=51587, ir=57864
time=147762, red=51580, ir=57866
time=147782, red=51598, ir=57874
time=147802, red=51584, ir=57869
time=147822, red=51609, ir=57894
time=147842, red=51591, ir=57871
time=147862, red=51599, ir=57868
time=147882, red=51602, ir=57893
time=147902, red=51613, ir=57897
time=147922, red=51618, ir=57901
time=147942, red=51618, ir=57891
time=147962, red=51620, ir=57909
time=147982, red=51618, ir=57896
time=148002, red=51595, ir=57898
time=148022, red=51609, ir=57902
time=148042, red=51615, ir=57902
time=148062, red=51613, ir=57903
time=148082, red=51598, ir=57905
time=148102, red=51611, ir=57907
HR=92, SP=-1
time=148127, red=51606, ir=57903
time=148142, red=51595, ir=57902
time=148162, red=51604, ir=57920
time=148182, red=51619, ir=57902
time=148202, red=51605, ir=57912
time=148222, red=51605, ir=57915
time=148242, red=51611, ir=57903
time=148262, red=51609, ir=57915
time=148282, red=51597, ir=57923
time=148302, red=51605, ir=57919
time=148322, red=51597, ir=57932
time=148342, red=51617, ir=57942
time=148362, red=51602, ir=57932
time=148382, red=51602, ir=57948
time=148402, red=51597, ir=57945
time=148422, red=51601, ir=57949
time=148442, red=51606, ir=57960
time=148462, red=51599, ir=57962
time=148482, red=51596, ir=57974
time=148502, red=51607, ir=57979
time=148522, red=51608, ir=57994
time=148542, red=51611, ir=58012
time=148562, red=51618, ir=58007
time=148582, red=51619, ir=58013
time=148602, red=51603, ir=58005
time=148622, red=51622, ir=58023
time=148642, red=51610, ir=58021
time=148662, red=51611, ir=58026
time=148682, red=51601, ir=58020
time=148702, red=51594, ir=58004
time=148722, red=51598, ir=58017
time=148742, red=51584, ir=58002
time=148762, red=51600, ir=58028
time=148782, red=51594, ir=58031
time=148802, red=51588, ir=58029
time=148822, red=51585, ir=58041
time=148842, red=51590, ir=58051
time=148862, red=51585, ir=58054
time=148882, red=51590, ir=58062
time=148902, red=51593, ir=58059
time=148922, red=51603, ir=58081
time=148942, red=51604, ir=58089
time=148962, red=51595, ir=58101
time=148982, red=51589, ir=58113
time=149002, red=51597, ir=58091
time=149022, red=51591, ir=58102
time=149042, red=51580, ir=58106
time=149062, red=51581, ir=58078
time=149082, red=51578, ir=58081
time=149102, red=51571, ir=58059
time=149122, red=51562, ir=58043
time=149142, red=51560, ir=58019
time=149162, red=51539, ir=58002
time=149182, red=51542, ir=58006
time=149202, red=51538, ir=57960
time=149222, red=51544, ir=57960
time=149242, red=51542, ir=57954
time=149262, red=51545, ir=57949
time=149282, red=51542, ir=57956
time=149302, red=51541, ir=57932
time=149322, red=51537, ir=57939
time=149342, red=51529, ir=57928
time=149362, red=51537, ir=57930
time=149382, red=51542, ir=57923
time=149402, red=51546, ir=57911
time=149422, red=51540, ir=57934
time=149442, red=51545, ir=57941
time=149462, red=51543, ir=57950
time=149482, red=51543, ir=57949
time=149502, red=51556, ir=57950
time=149522, red=51566, ir=57937
time=149542, red=51557, ir=57949
time=149562, red=51559, ir=57956
time=149583, red=51546, ir=57965
time=149603, red=51572, ir=57952
time=149623, red=51571, ir=57959
time=149643, red=51573, ir=57962
time=149663, red=51573, ir=57964
time=149683, red=51577, ir=57971
time=149703, red=51566, ir=57997
time=149723, red=51588, ir=58005
time=149743, red=51587, ir=58014
time=149763, red=51592, ir=58029
time=149783, red=51604, ir=58042
time=149803, red=51587, ir=58061
time=149823, red=51593, ir=58067
time=149843, red=51594, ir=58035
time=149863, red=51593, ir=58050
time=149883, red=51594, ir=58051
time=149903, red=51593, ir=58063
time=149923, red=51601, ir=58070
time=149943, red=51606, ir=58066
time=149963, red=51596, ir=58080
time=149983, red=51591, ir=58092
time=150003, red=51594, ir=58094
time=150023, red=51583, ir=58091
time=150043, red=51582, ir=58098
time=150063, red=51599, ir=58121
time=150083, red=51604, ir=58120
time=150103, red=51588, ir=58130
HR=93, SP=-1
time=150123, red=51605, ir=58136
time=150143, red=51597, ir=58129
time=150163, red=51587, ir=58149
time=150183, red=51596, ir=58131
time=150203, red=51583, ir=58141
time=150223, red=51593, ir=58145
time=150243, red=51596, ir=58143
time=150263, red=51580, ir=58152
time=150283, red=51590, ir=58162
time=150303, red=51596, ir=58156
time=150323, red=51587, ir=58159
time=150343, red=51583, ir=58164
time=150363, red=51583, ir=58173
time=150383, red=51581, ir=58175
time=150403, red=51581, ir=58175
time=150423, red=51582, ir=58193
time=150443, red=51576, ir=58186
time=150463, red=51560, ir=58192
time=150483, red=51574, ir=58185
time=150503, red=51572, ir=58190
time=150523, red=51579, ir=58214
time=150543, red=51563, ir=58213
time=150563, red=51577, ir=58211
time=150583, red=51578, ir=58192
time=150603, red=51559, ir=58209
time=150623, red=51557, ir=58205
time=150643, red=51549, ir=58194
time=150663, red=51537, ir=58172
time=150683, red=51544, ir=58174
time=150703, red=51529, ir=58152
time=150723, red=51535, ir=58148
time=150743, red=51529, ir=58123
time=150763, red=51518, ir=58113
time=150783, red=51504, ir=58090
time=150803, red=51508, ir=58080
time=150823, red=51514, ir=58082
time=150843, red=51503, ir=58072
time=150863, red=51514, ir=58061
time=150883, red=51509, ir=58057
time=150903, red=51507, ir=58047
time=150923, red=51507, ir=58067
time=150943, red=51517, ir=58058
time=150963, red=51512, ir=58050
time=150983, red=51523, ir=58058
time=151003, red=51528, ir=58068
time=151023, red=51526, ir=58069
time=151043, red=51527, ir=58064
time=151063, red=51532, ir=58068
time=151083, red=51531, ir=58077
time=151103, red=51536, ir=58073
time=151123, red=51524, ir=58064
time=151143, red=51527, ir=58067
time=151163, red=51535, ir=58061
time=151183, red=51520, ir=58059
time=151203, red=51535, ir=58051
time=151223, red=51524, ir=58056
time=151243, red=51528, ir=58048
time=151263, red=51526, ir=58039
time=151283, red=51533, ir=58065
time=151303, red=51514, ir=58052
time=151323, red=51525, ir=58057
time=151343, red=51521, ir=58071
time=151363, red=51519, ir=58071
time=151383, red=51522, ir=58064
time=151403, red=51523, ir=58060
time=151423, red=51518, ir=58061
time=151443, red=51528, ir=58070
time=151463, red=51524, ir=58081
time=151483, red=51513, ir=58082
time=151503, red=51519, ir=58066
time=151523, red=51520, ir=58083
time=151543, red=51524, ir=58079
time=151563, red=51521, ir=58067
time=151583, red=51520, ir=58092
time=151603, red=51513, ir=58091
time=151623, red=51514, ir=58084
time=151643, red=51523, ir=58104
time=151663, red=51514, ir=58102
time=151683, red=51524, ir=58111
time=151703, red=51505, ir=58116
time=151723, red=51505, ir=58116
time=151743, red=51507, ir=58106
